,CATEGORY,TITLE,AUTHOR,DATE,STAR,RATING
382,Religion & Spirituality,"Relationship Goals: How to Win at Dating, Marriage, and Sex",Michael Todd,"Apr 28, 2020",4.9 out of 5 stars,9697
383,Religion & Spirituality,The Day The Crayons Quit,Drew Daywalt,"Feb 25, 2016",4.8 out of 5 stars,9313
384,Romance,Everything We Keep: A Novel,Kerry Lonsdale,"Aug 1, 2016",-,13711
385,Romance,The Giver of Stars: A Novel,Jojo Moyes,"Oct 8, 2019",4.6 out of 5 stars,13332
386,Romance,Pride and Prejudice,Jane Austen,"Dec 31, 2002",4.5 out of 5 stars,12957
387,Romance,A Shade Of Vampire,Bella Forrest,"Dec 17, 2012",4.3 out of 5 stars,12849
388,Romance,Where the Forest Meets the Stars,Glendy Vanderah,"Mar 1, 2019",4.6 out of 5 stars,12556
389,Romance,"Dragonfly in Amber (Outlander, Book 2)",Diana Gabaldon,"Aug 7, 2001",4.7 out of 5 stars,12482
390,Romance,Twilight,Stephenie Meyer,"Oct 5, 2005",4.7 out of 5 stars,12290
391,Romance,Craving (1) (Steel Brothers Saga),Helen Hardt,"May 3, 2016",-,12088
392,Romance,The Great Gatsby,F. Scott Fitzgerald,"Jun 30, 2020",4.4 out of 5 stars,11990
393,Romance,The Great Gatsby: (Penguin Classics Deluxe Edition),F. Scott Fitzgerald,"Jan 5, 2021",4.4 out of 5 stars,11990
394,Romance,The Letter,Kathryn Hughes,"Apr 5, 2016",4.5 out of 5 stars,11272
395,Romance,A Discovery of Witches (All Souls Series),Deborah Harkness,"Dec 27, 2011",4.5 out of 5 stars,11198
396,Romance,Voyager: A Novel (Outlander) (Mass Market Paperback),Diana Gabaldon,"Oct 1, 1994",4.8 out of 5 stars,11093
397,Romance,Wuthering Heights (Penguin Classics),Emily Brontë,"Dec 31, 2002",4.4 out of 5 stars,11046
398,Romance,The Night Circus,Erin Morgenstern,"Jul 3, 2012",4.4 out of 5 stars,10833
399,Romance,The Longest Ride,Nicholas Sparks,"Sep 30, 2014",4.6 out of 5 stars,10829
400,Science & Math,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,"Oct 22, 2013",4.7 out of 5 stars,7087
401,Science & Math,"The Atlantis Plague: A Thriller (The Origin Mystery, Book 2)",A.G. Riddle,"Nov 18, 2013",4.4 out of 5 stars,7074
402,Science & Math,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with Stephen Colbert,"Nov 6, 2018",4.6 out of 5 stars,6939
403,Science & Math,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Sep 4, 2018",4.6 out of 5 stars,6935
404,Science & Math,"Preschool Math Workbook for Toddlers Ages 2-4: Beginner Math Preschool Learning Book with Number Tracing and Matching Activities for 2, 3 and 4 year olds and kindergarten prep",Modern Kid Press,"Oct 29, 2019",4.7 out of 5 stars,6678
405,Science & Math,Twas The Nightshift Before Christmas,Adam Kay,"Oct 17, 2019",4.6 out of 5 stars,6501
406,Science & Math,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker PhD,"Jun 19, 2018",4.7 out of 5 stars,6441
407,Science & Math,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,Steven Pressfield,"Apr 1, 2003",4.5 out of 5 stars,6420
408,Science & Math,A Brief History of Time,Stephen Hawking,"Sep 1, 1998",4.6 out of 5 stars,6308
409,Science & Math,The Wright Brothers,David McCullough,"May 3, 2016",4.7 out of 5 stars,6220
410,Science & Math,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"Dec 26, 2006",4.5 out of 5 stars,6189
411,Science & Math,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,"May 4, 1999",4.5 out of 5 stars,6189
412,Science & Math,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,"Oct 17, 2017",4.8 out of 5 stars,6126
413,Science & Math,The God Delusion,Richard Dawkins,"Jan 16, 2008",4.5 out of 5 stars,6069
414,Science & Math,A Short History of Nearly Everything,Bill Bryson,"Sep 14, 2004",4.6 out of 5 stars,5859
415,Science & Math,Factfulness: Ten Reasons We're Wrong About the World--and Why Things Are Better Than You Think,Hans Rosling,"Apr 7, 2020",4.6 out of 5 stars,5769
416,Science Fiction & Fantasy,Wool,Hugh Howey,"Mar 12, 2013",4.6 out of 5 stars,15710
417,Science Fiction & Fantasy,Harry Potter and the Deathly Hallows CD (Harry Potter 7),J.K. Rowling,"Aug 11, 2016",4.8 out of 5 stars,15334
418,Science Fiction & Fantasy,The Institute: A Novel,Stephen King,"Sep 10, 2019",4.7 out of 5 stars,14525
419,Science Fiction & Fantasy,Harry Potter Box Set: The Complete Collection,J. K. Rowling,"Nov 15, 2014",4.8 out of 5 stars,14106
420,Science Fiction & Fantasy,Harry Potter and the Half-Blood Prince (Harry Potter 6),J.K. Rowling,"Aug 11, 2016",4.9 out of 5 stars,13501
421,Science Fiction & Fantasy,The Name of the Wind,Patrick Rothfuss,"Mar 27, 2007",4.7 out of 5 stars,12946
422,Science Fiction & Fantasy,A Shade Of Vampire,Bella Forrest,"Dec 17, 2012",4.3 out of 5 stars,12849
423,Science Fiction & Fantasy,A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,"Oct 29, 2013",4.4 out of 5 stars,12834
424,Science Fiction & Fantasy,Where the Forest Meets the Stars,Glendy Vanderah,"Mar 1, 2019",4.6 out of 5 stars,12556
425,Science Fiction & Fantasy,"Dragonfly in Amber (Outlander, Book 2)",Diana Gabaldon,"Aug 7, 2001",4.7 out of 5 stars,12482
426,Science Fiction & Fantasy,Ender's Game (The Ender Quintet),Orson Scott Card,"Jul 15, 1994",4.6 out of 5 stars,11759
427,Science Fiction & Fantasy,Fahrenheit 451,Ray Bradbury,"Jan 10, 2012",4.6 out of 5 stars,11628
428,Science Fiction & Fantasy,"Dune (Dune Chronicles, Book 1)",Frank Herbert,"Aug 2, 2005",4.7 out of 5 stars,11472
429,Science Fiction & Fantasy,The Last Wish: Introducing the Witcher,Andrzej Sapkowski,"Jul 18, 2017",4.7 out of 5 stars,11303
430,Science Fiction & Fantasy,A Discovery of Witches (All Souls Series),Deborah Harkness,"Dec 27, 2011",4.5 out of 5 stars,11198
431,Science Fiction & Fantasy,The Testaments: A Novel (The Handmaid's Tale),Margaret Atwood,"Sep 1, 2020",4.6 out of 5 stars,11162
432,Self-Help,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Dec 10, 2001",4.7 out of 5 stars,16650
433,Self-Help,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,"Oct 22, 2019",4.8 out of 5 stars,16044
434,Self-Help,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,"Oct 31, 2010",4.7 out of 5 stars,15856
435,Self-Help,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,"Apr 23, 2013",4.7 out of 5 stars,15417
436,Self-Help,The Art Of War,Sun Tzu,"Nov 1, 2007",4.4 out of 5 stars,14107
437,Self-Help,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Oct 16, 2018",4.8 out of 5 stars,13932
438,Self-Help,Burn After Writing,Sharon Jones,"Aug 4, 2015",4.6 out of 5 stars,12581
439,Self-Help,"Thinking, Fast and Slow",Daniel Kahneman,"Jan 1, 2012",4.6 out of 5 stars,11620
440,Self-Help,Being Mortal: Medicine and What Matters in the End,Atul Gawande,"Sep 5, 2017",4.8 out of 5 stars,11367
441,Self-Help,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,"Aug 27, 2010",4.7 out of 5 stars,11319
442,Self-Help,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Jan 7, 2014",4.6 out of 5 stars,11146
443,Self-Help,Outliers: The Story of Success,Malcolm Gladwell,"Jun 7, 2011",4.6 out of 5 stars,10956
444,Self-Help,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,"Sep 16, 2017",4.6 out of 5 stars,10977
445,Self-Help,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,"Apr 4, 2017",4.7 out of 5 stars,10892
446,Self-Help,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,"Oct 3, 2007",4.7 out of 5 stars,10518
447,Self-Help,The 48 Laws of Power,Robert Greene,"Sep 1, 2000",4.7 out of 5 stars,10457
448,Sports & Outdoors,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"Oct 19, 1999",4.7 out of 5 stars,4583
449,Sports & Outdoors,Majestic Bible Tabs: Traditional Gold-Edged Large Print,Ellie Claire,"Sep 1, 2008",4.6 out of 5 stars,4200
450,Sports & Outdoors,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,"May 7, 2013",4.8 out of 5 stars,4187
451,Sports & Outdoors,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Apr 28, 2015",4.8 out of 5 stars,4063
452,Sports & Outdoors,Ben Hogan's Five Lessons: The Modern Fundamentals of Golf,Ben Hogan,"Sep 20, 1985",4.8 out of 5 stars,3961
453,Sports & Outdoors,Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,"Jun 17, 2015",4.8 out of 5 stars,3942
454,Sports & Outdoors,Majestic Rose Nouveau Bible Tabs,Ellie Claire,"Jul 1, 2008",4.7 out of 5 stars,3922
455,Sports & Outdoors,The Salt Path: A Memoir,Raynor Winn,"Mar 5, 2019",4.5 out of 5 stars,3787
456,Sports & Outdoors,Open: An Autobiography,Andre Agassi,"Aug 10, 2010",4.7 out of 5 stars,3750
457,Sports & Outdoors,The Dangerous Book for Boys,Conn Iggulden,"Apr 24, 2012",4.7 out of 5 stars,3677
458,Sports & Outdoors,"The New Encyclopedia of Modern Bodybuilding : The Bible of Bodybuilding, Fully Updated and Revised",Arnold Schwarzenegger,"Nov 5, 1999",4.8 out of 5 stars,3640
459,Sports & Outdoors,Unnatural Causes,Richard Shepherd,"Aug 1, 2019",4.7 out of 5 stars,3605
460,Sports & Outdoors,Majestic Bible Tabs Lavender,Ellie Claire,"Feb 1, 2009",4.7 out of 5 stars,3580
461,Sports & Outdoors,The MeatEater Fish and Game Cookbook: Recipes and Techniques for Every Hunter and Angler,Steven Rinella,"Nov 20, 2018",4.9 out of 5 stars,3538
462,Sports & Outdoors,T is for Turbo: ABC Book (Motorhead Garage Series),Michael J. Myers,"May 30, 2018",4.8 out of 5 stars,3396
463,Sports & Outdoors,Free Country: A Penniless Adventure the Length of Britain,George Mahood,"Dec 18, 2014",4.5 out of 5 stars,3368
464,Teen & Young Adult,Jesus Calling (Teen Cover): Enjoy Peace in His Presence (with Scripture References),Sarah Young,"Oct 8, 2012",4.9 out of 5 stars,20115
465,Teen & Young Adult,The Shack: Where Tragedy Confronts Eternity,William P. Young,"Jul 1, 2007",4.6 out of 5 stars,19891
466,Teen & Young Adult,Insurgent (Divergent Series),Veronica Roth,"Jan 20, 2015",4.5 out of 5 stars,17833
467,Teen & Young Adult,Man's Search for Meaning: Young Adult Edition,Viktor E. Frankl,"Apr 25, 2017",4.7 out of 5 stars,17445
468,Teen & Young Adult,The Hunger Games Trilogy: The Hunger Games / Catching Fire / Mockingjay,Suzanne Collins,"Jun 24, 2014",4.8 out of 5 stars,17376
469,Teen & Young Adult,The Hobbit,J.R.R. Tolkien,"Jul 12, 1986",4.7 out of 5 stars,16830
470,Teen & Young Adult,Harry Potter and the Deathly Hallows (Book 7),J. K. Rowling,"Jul 7, 2009",4.8 out of 5 stars,15334
471,Teen & Young Adult,Harry Potter And The Order Of The Phoenix,J.K. Rowling,"Aug 10, 2004",4.8 out of 5 stars,15231
472,Teen & Young Adult,The Girl in the Ice (Erika Foster series (1)),Robert Bryndza,"Apr 24, 2018",4.4 out of 5 stars,14815
473,Teen & Young Adult,Harry Potter And The Prisoner Of Azkaban,J.K. Rowling,"Sep 11, 2001",4.9 out of 5 stars,14248
474,Teen & Young Adult,Harry Potter And The Goblet Of Fire,J.K. Rowling,"Jul 30, 2002",4.9 out of 5 stars,14144
475,Teen & Young Adult,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,"Jul 1, 2009",4.8 out of 5 stars,14106
476,Teen & Young Adult,Harry Potter and the Half-Blood Prince (Book 6),J.K. Rowling,"Jul 25, 2006",4.9 out of 5 stars,13501
477,Teen & Young Adult,Pride and Prejudice (Collector's Edition) (Wordsworth Collector's Editions),Jane Austen,"Sep 15, 2019",4.5 out of 5 stars,12957
478,Teen & Young Adult,"The Name of the Wind (Kingkiller Chronicles, Day 1)",Patrick Rothfuss,"Apr 7, 2009",4.7 out of 5 stars,12946
479,Teen & Young Adult,A Shade Of Vampire,Bella Forrest,"Dec 17, 2012",4.3 out of 5 stars,12849
480,Test Preparation,Official SAT Study Guide 2020 Edition,The College Board,"May 7, 2019",4.6 out of 5 stars,4580
481,Test Preparation,"School Zone - Preschool Scholar Workbook - 64 Pages, Ages 3 to 5, Preschool to Kindergarten, Reading Readiness, Early Math, Science, ABCs, Writing, and More (Deluxe Edition 64-Page)",School Zone,"Jan 1, 2014",4.7 out of 5 stars,4534
482,Test Preparation,"Scissor Skills Preschool Workbook for Kids: A Fun Cutting Practice Activity Book for Toddlers and Kids ages 3-5: Scissor Practice for Preschool ... 40 Pages of Fun Animals, Shapes and Patterns",Modern Kid Press,"May 16, 2019",4.7 out of 5 stars,3678
483,Test Preparation,Hamlet (Case Studies in Contemporary Criticism),William Shakespeare,"Nov 15, 1993",4.5 out of 5 stars,3553
484,Test Preparation,The Scarlet Letter (Dover Thrift Study Edition),Nathaniel Hawthorne,"Aug 3, 2009",4.4 out of 5 stars,3546
485,Test Preparation,My Kindergarten Workbook: 101 Games and Activities to Support Kindergarten Skills (My Workbooks),Brittany Lynch,"Jul 30, 2019",4.8 out of 5 stars,3434
486,Test Preparation,"Phonics for Kindergarten, Grade K (Home Workbook)",Carson-Dellosa Publishing,"Jan 4, 2010",4.7 out of 5 stars,3422
487,Test Preparation,"100 Write-and-Learn Sight Word Practice Pages: Engaging Reproducible Activity Pages That Help Kids Recognize, Write, and Really LEARN the Top 100 High-Frequency Words That are Key to Reading Success",Scholastic Teaching Resources,"Feb 1, 2002",4.7 out of 5 stars,3401
488,Test Preparation,Writing Workbook: Ages 3-5 (Collins Easy Learning Preschool),Collins UK,"Feb 2, 2016",4.7 out of 5 stars,3172
489,Test Preparation,Handwriting Practice Paper: 100 Blank Writing Pages - For Students Learning to Write Letters,Penman Ship,"Apr 1, 2019",4.7 out of 5 stars,3161
490,Test Preparation,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive",Kevin Horsley,"Mar 28, 2016",4.5 out of 5 stars,3119
491,Test Preparation,Heart of Darkness Thrift Study Edition (Dover Thrift Study Edition),Joseph Conrad,"Aug 3, 2009",-,3072
492,Test Preparation,Saunders Comprehensive Review for the NCLEX-RN Examination,by ,"Oct 7, 2019",4.8 out of 5 stars,3044
493,Test Preparation,Why Does He Do That?: Inside the Minds of Angry and Controlling Men,Lundy Bancroft,"Sep 2, 2003",4.7 out of 5 stars,2964
494,Test Preparation,"Humble Math - 100 Days of Timed Tests: Multiplication: Grades 3-5, Math Drills, Digits 0-12, Reproducible Practice Problems",Humble Math,"Feb 7, 2019",4.8 out of 5 stars,2949
495,Test Preparation,"School Zone - Preschool Basics Workbook - 64 Pages, Ages 3 to 5, Colors, Numbers, Counting, Matching, Classifying, Beginning Sounds, and More (School ... Workbook Series) (Deluxe Edition 64-Page)",School Zone,"Jan 1, 2015",4.7 out of 5 stars,2915
496,Travel,The Road to Little Dribbling: Adventures of an American in Britain,Bill Bryson,"Jan 19, 2016",-,4058
497,Travel,Majestic Rose Nouveau Bible Tabs,Ellie Claire,"Jul 1, 2008",4.7 out of 5 stars,3922
498,Travel,Less (Winner of the Pulitzer Prize): A Novel,Andrew Sean Greer,"Jul 17, 2018",-,3790
499,Travel,The Salt Path: A Memoir,Raynor Winn,"Mar 5, 2019",4.5 out of 5 stars,3787
500,Travel,The Golem and the Jinni: A Novel,Helene Wecker,"Apr 23, 2013",4.5 out of 5 stars,3655
501,Travel,Tall Tales and Wee Stories,Billy Connolly,"Oct 29, 2019",4.7 out of 5 stars,3561
502,Travel,Free Country: A Penniless Adventure the Length of Britain,George Mahood,"Dec 18, 2014",4.5 out of 5 stars,3368
503,Travel,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M Pirsig,"Aug 2, 2005",4.4 out of 5 stars,3275
504,Travel,AWOL on the Appalachian Trail,David Miller,"Oct 18, 2010",4.5 out of 5 stars,3206
505,Travel,"The Day the World Came to Town: 9/11 in Gander, Newfoundland",Jim DeFede,"Aug 14, 2003",4.7 out of 5 stars,3093
506,Travel,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Feb 4, 2020",4.8 out of 5 stars,3053
507,Travel,"My Best Toddler Coloring Book - Fun with Numbers, Letters, Shapes, Colors, Animals: Big Activity Workbook for Toddlers & Kids",Happy Toddlerz,"Jun 21, 2019",4.8 out of 5 stars,3033
508,Travel,Walden (AmazonClassics Edition),Henry David Thoreau,"Jul 18, 2017",4.4 out of 5 stars,2984
509,Travel,Easy Spanish Phrase Book NEW EDITION: Over 700 Phrases for Everyday Use (Dover Language Guides Spanish),Dr. Pablo Garcia Loaeza,"Feb 21, 2013",4.4 out of 5 stars,2972
510,Travel,Humans of New York : Stories,Brandon Stanton,"Oct 13, 2015",4.9 out of 5 stars,2893
511,Travel,"National Geographic Road Atlas 2021: Adventure Edition [United States, Canada, Mexico]",National Geographic Maps,"Aug 25, 2020",4.8 out of 5 stars,2489
